"","KnowledgeAssessmentID","RecentVersion","KnowledgeAssessmentName","ExamID","QuestionName","CorrectAnswer","QuestionID","TaxonomyURIorName"
"88","2d9d100a-6275-4955-bb5e-07baba91b6c9",2,"Lab: Histotechnologist Assessment",296,"Alternating thick and thin sections appearing in a paraffin ribbon during microtomy are most likely the result of:","loose block in the microtome block holder.","4cde5cab-0b77-4ac9-8d05-f332576c8801","Histotechnologists and Histologic Technician"
"89","2d9d100a-6275-4955-bb5e-07baba91b6c9",2,"Lab: Histotechnologist Assessment",296,"The Jones&#39; methenamine silver stain is most often used to demonstrate:","kidney basement membranes.","d412af64-9f5c-4d7f-a9a0-1698cbcd4954","Histotechnologists and Histologic Technician"
"90","2d9d100a-6275-4955-bb5e-07baba91b6c9",2,"Lab: Histotechnologist Assessment",296,"During microscopic review of a special stain positive control slide of Grocott’s methenamine silver (GMS) technique, fungus is seen floating above rather than within the tissue section. The most likely cause for this result is that the:","staining solution(s) are contaminated.","c0ba8494-b565-4cd3-bc44-1715cfc71d4a","HealthStream Assess"
"91","2d9d100a-6275-4955-bb5e-07baba91b6c9",2,"Lab: Histotechnologist Assessment",296,"Routine frozen sections for most tissue types are cut at what cryostat temperature?","-20&deg;C","efc0e05a-4203-406a-8e95-fc533f0525fd","Histotechnologists and Histologic Technician"
"92","551aa182-168f-4459-a332-f8b3580c55f1",1,"Lab: Medical Lab Technician (MLT) Assessment",394,"The CBC differential count should show:","an average of 7-20 platelets/oil immersion field.","bc414ca6-03dc-4f61-bd8e-97b52f5dc078","Miscellaneous Health Technologists and Technician"
"93","551aa182-168f-4459-a332-f8b3580c55f1",2,"Lab: Medical Lab Technician (MLT) Assessment",394,"According to The Joint Commission, which of the following is an unacceptable patient identifier?","The patient’s room number","d0bd605c-bdb4-4881-ad48-eaa4e346964d","Medical Lab Technician"
"94","551aa182-168f-4459-a332-f8b3580c55f1",1,"Lab: Medical Lab Technician (MLT) Assessment",394,"Which of the following is the most common cause of leukocytosis?","Infection","a393efc3-7301-4eb8-be04-30ed3807fa86","Laboratory"
"95","551aa182-168f-4459-a332-f8b3580c55f1",1,"Lab: Medical Lab Technician (MLT) Assessment",394,"Which of the following statements about D-dimer is true?","D-dimer is a sensitive marker of fibrin formation and fibrinolysis that occurs with the formation of blood clots.","cfa9e3b9-fbca-47bf-b9e8-4fcad5aa45ff","Miscellaneous Health Technologists and Technician"
"96","551aa182-168f-4459-a332-f8b3580c55f1",2,"Lab: Medical Lab Technician (MLT) Assessment",394,"Which of the following is the preferred marker for the definitive diagnosis of acute myocardial infarction?","Troponin","bab549c6-27b5-4aa2-b2d1-8f48f7ab40f8","HealthStream Assess"
"97","551aa182-168f-4459-a332-f8b3580c55f1",1,"Lab: Medical Lab Technician (MLT) Assessment",394,"Urine specific gravity:","has a reference range of 1.005 – 1.030.","967790c7-c3da-4239-b2fb-48d1eda5267c","Miscellaneous Health Technologists and Technician"
"98","551aa182-168f-4459-a332-f8b3580c55f1",1,"Lab: Medical Lab Technician (MLT) Assessment",394,"Which of the following tests can be helpful in the assessment of liver function?","ALT","650c42f3-9a3a-4fdf-83fd-da546c17c12a","Medical Lab Technician"
"99","c56ed192-a6d1-44f6-a7ae-70369a9687bf",2,"Lab: Medical Technologist (MT) Assessment",395,"The technologist adds check cells (Coombs control cells) to a negative antibody screening test and there is no agglutination. What is the best course of action?","Repeat the screening.","92de0441-aed6-436f-9e1e-5356b587cc20","Diagnostic Tests"
"100","c56ed192-a6d1-44f6-a7ae-70369a9687bf",2,"Lab: Medical Technologist (MT) Assessment",395,"Which of the following conditions is characteristically normocytic normochromic?","Sickle cell anemia","aba72842-852c-4730-bd3e-3ec8d7788cb8","HealthStream Assess"
"101","c56ed192-a6d1-44f6-a7ae-70369a9687bf",1,"Lab: Medical Technologist (MT) Assessment",395,"A patient’s specimen, preserved with EDTA, was run on an automated hematology analyzer. The platelet count, WBC count, and WBC differential were within reference ranges. The mean cell volume (MCV) and mean cell hemoglobin concentration (MCHC) were markedly increased. The RBC count was decreased and the hemoglobin concentration was slightly decreased. When a peripheral blood smear was stained and observed under the microscope, there were numerous clumps of RBCs. What is the most appropriate action?","Warm the specimen to 37°C for 15 minutes and rerun on the analyzer.","8ff2d3b8-0cb1-4310-9b7a-640c6ba626f8","Medical Technologist"
"102","c56ed192-a6d1-44f6-a7ae-70369a9687bf",1,"Lab: Medical Technologist (MT) Assessment",395,"Which of the following is the correct storage temperature for the blood component listed?","Fresh Frozen Plasma (FFP), -18° C","d1676b36-3945-4857-9266-0d3af8a89d6c","Medical Technologist"
"103","c56ed192-a6d1-44f6-a7ae-70369a9687bf",2,"Lab: Medical Technologist (MT) Assessment",395,"Which of the following conditions is characteristically normocytic normochromic?","Sickle cell anemia","435b4c2e-913f-47a0-a5b0-811bad2200ca","Medical Technologist"
"104","c56ed192-a6d1-44f6-a7ae-70369a9687bf",1,"Lab: Medical Technologist (MT) Assessment",395,"Which condition is the most probable explanation of the following screening results?<br /><img src=""http://nursecompetency.com/images/MT/MT33.jpg"" class=""img-responsive"" style=""border:0px;"" />","Rh hemolytic disease of the newborn; infant has a false-negative Rh typing","d762c94b-bc08-4675-be88-0fe43f9d712d","Medical Technologist"
"105","c56ed192-a6d1-44f6-a7ae-70369a9687bf",1,"Lab: Medical Technologist (MT) Assessment",395,"Because a patient’s cholesterol result reads outside the linear range of the analyzer, 20 µl of serum is added to 80 µl of diluent and is then retested. The analyzer reads 70 mg/dL. What cholesterol value should be reported?","350 mg/dL","3f9e086e-f564-4d8b-b1c3-1ebc79420db2","Medical Technologist"
"106","2ca33ed7-9bc2-44e0-bae1-5cec06ac306d",1,"Lab: Phlebotomy Technician Assessment",252,"When collecting a PT/PTT, the phlebotomist must fill _______ the tube.","all","7433914b-fead-407a-aaf5-8893c1e04a50","Phlebotomist"
"107","2ca33ed7-9bc2-44e0-bae1-5cec06ac306d",1,"Lab: Phlebotomy Technician Assessment",252,"After three unsuccessful attempts at venipuncture on a patient, the phlebotomist should:","request another blood collector to attempt venipuncture.","5c1d02bd-f45e-401e-8393-c18045a8d52c","Laboratory"
"108","2ca33ed7-9bc2-44e0-bae1-5cec06ac306d",1,"Lab: Phlebotomy Technician Assessment",252,"The saphenous vein is located in the arm.","FALSE","bc7b5e96-a546-4a47-be4d-50ad79b3fcaa","Phlebotomist"
"109","2ca33ed7-9bc2-44e0-bae1-5cec06ac306d",1,"Lab: Phlebotomy Technician Assessment",252,"After cleansing the venipuncture site with alcohol, the phlebotomist should:","allow the alcohol to air dry.","f8f9765d-81b4-418b-861a-ad3db3bebceb","Laboratory"
"110","2ca33ed7-9bc2-44e0-bae1-5cec06ac306d",1,"Lab: Phlebotomy Technician Assessment",252,"Performing a venipuncture before the alcohol has dried causes the patient to feel a stinging sensation and may hemolyze the specimen.","TRUE","7c655748-d6d7-4338-825e-e5a838b17d67","Laboratory"
"111","2ca33ed7-9bc2-44e0-bae1-5cec06ac306d",1,"Lab: Phlebotomy Technician Assessment",252,"When collecting blood for a coagulation study using a butterfly needle, the phlebotomist should first collect a “discard” citrate coagulation tube.","TRUE","10e62ebd-0a4b-4b37-85d3-d1493f476a32","Phlebotomist"
"112","2ca33ed7-9bc2-44e0-bae1-5cec06ac306d",1,"Lab: Phlebotomy Technician Assessment",252,"When the patient declines venipuncture, the phlebotomist should:","consult with the nurse or ordering provider.","b45bc78f-1108-4c32-8378-b243c9ff675c","Phlebotomist"
"113","410ecef1-f673-4e86-9c8d-e923c21150ac",1,"LPN: LPN/LVN General Assessment",502,"Osteomyelitis is an infection of the:","bone.","b5cd98e8-c5c2-4d59-89e3-2fdf3512f797","Licensed Practical and Licensed Vocational Nurse - LPN"
"114","410ecef1-f673-4e86-9c8d-e923c21150ac",2,"LPN: LPN/LVN General Assessment",502,"The nurse found a patient who is sad and crying. The nurse should:","ask the patient to share his/her feelings.","2afce750-9638-4d5f-9c14-8d937eec3dcd","LPN: LPN/LVN Assessment"
"115","410ecef1-f673-4e86-9c8d-e923c21150ac",2,"LPN: LPN/LVN General Assessment",502,"When caring for the patient who has had a cerebrovascular accident (CVA) and is experiencing dysphagia, the nurse should avoid:","giving the patient thin liquids.","df32a3fd-9dd8-41eb-9a4f-d4e8b2392bd7","Licensed Practical and Licensed Vocational Nurse - LPN"
"116","410ecef1-f673-4e86-9c8d-e923c21150ac",2,"LPN: LPN/LVN General Assessment",502,"The patient scheduled to receive her regular dose of digoxin (Lanoxin&reg;) has an apical pulse of 55 beats per minute. The nurse may give the dose as scheduled.","FALSE","e74d4818-48e2-450b-a72c-3f5edd2473f0","HealthStream Assess"
"117","410ecef1-f673-4e86-9c8d-e923c21150ac",2,"LPN: LPN/LVN General Assessment",502,"Older, nonverbal patients may communicate pain through crying, agitation, or restlessness.","TRUE","790c63df-3f56-4648-ac00-260677bbbaa3","LPN: LPN/LVN Assessment"
"118","410ecef1-f673-4e86-9c8d-e923c21150ac",1,"LPN: LPN/LVN General Assessment",502,"In order to prevent skin breakdown in the paraplegic patient who has reflex incontinence, the nurse should teach the patient to:","perform regular perineal care.","4387eed0-7568-406c-9363-7fe6a362e860","Licensed Practical and Licensed Vocational Nurse - LPN"
"119","410ecef1-f673-4e86-9c8d-e923c21150ac",2,"LPN: LPN/LVN General Assessment",502,"________________ is an allergic reaction that results in severe bronchospasm, drop in blood pressure, and dyspnea.","Anaphylaxis","feeeb1e5-20ad-4a09-90fc-9ab7f420698a","LPN: LPN/LVN Assessment"
"120","68ec3bbe-b95f-48c9-a6f6-7bd0ee6dbdb7",1,"Pharmacology: Corrections RN Assessment",521,"The nurse has an adult inmate with bilateral ear infections and the provider has prescribed Cortisporin Otic&reg; 3 drops into each ear q 6-8 h x 7 days. What should the nurse remember about giving this medication?","Pull the pinna up and back.","d5f80d7b-90b7-4896-8e8f-40c938d6bf7e","Correctional"
"121","68ec3bbe-b95f-48c9-a6f6-7bd0ee6dbdb7",1,"Pharmacology: Corrections RN Assessment",521,"A provider order is written for prochlorperazine (Compazine&reg;) 7.5 mg deep IM q 4 hrs prn N/V. Prochlorperazine (Compazine&reg;) is available in a prefilled syringe labeled 10 mg/2 mL. How many milliliters should be given?","1.5 mL","bdd15287-3a7f-4350-9fac-2761022e5c81","Pharmacology"
"122","68ec3bbe-b95f-48c9-a6f6-7bd0ee6dbdb7",1,"Pharmacology: Corrections RN Assessment",521,"Which is the smallest?","0.01 mg","7e2dfdf3-330d-4167-9ec6-d0d89f51f93c","Pharmacology"
"123","68ec3bbe-b95f-48c9-a6f6-7bd0ee6dbdb7",1,"Pharmacology: Corrections RN Assessment",521,"The inmate is to receive an IV of 1.5 L of D<sub>5</sub>NS over the next 12 hours. Using the equation V (volume [mL]) &amp;frasl; T (time [min]) x C (drop factor [gtts/mL]) = R (rate [gtts/min]), calculate the IV flow rate (gtts/min) for this IV when the drop factor is 20 gtts/mL.","42 gtts/min","065e27d8-6a54-431e-b854-411d5a870693","Pharmacology"
"124","68ec3bbe-b95f-48c9-a6f6-7bd0ee6dbdb7",1,"Pharmacology: Corrections RN Assessment",521,"Cephalexin (Keflex&reg;) has been ordered for an adult inmate; 3 grams are to be given over the next 24 hours, divided into 6 equally spaced doses. How many milligrams should be in each dose?","500 mg","81d02493-eb69-439f-988b-9c2d4b2c9fa6","Correctional Facility"
"125","68ec3bbe-b95f-48c9-a6f6-7bd0ee6dbdb7",1,"Pharmacology: Corrections RN Assessment",521,"The inmate is to receive an IV antibiotic piggybacked into his main IV fluids. The antibiotic is mixed in 150 mL of NS and must infuse over 30 minutes. The drop factor for the IV tubing is 15 gtts/min. Using the equation V (volume [mL]) &amp;frasl; T (time [min]) x C (drop factor [gtts/mL]) = R (rate [gtts/min]), calculate the IV flow rate (gtts/min) for the antibiotic.","75 gtts/min","845a0475-7394-4706-90ad-866f62439fb7","Correctional"
"126","68ec3bbe-b95f-48c9-a6f6-7bd0ee6dbdb7",1,"Pharmacology: Corrections RN Assessment",521,"Cephalexin (Keflex&reg;) has been ordered for an adult inmate; 3 grams are to be given over the next 24 hours, divided into 6 equally spaced doses. How many milligrams should be in each dose?","500 mg","215fb0ec-fa86-4491-953d-a6ca30ac673f","Medications"
"127","660b0810-244f-4be6-b190-9ae766f5fa4b",1,"Pharmacology: LPN/LVN Assessment",284,"A patient with diabetes self-injected 5 units of regular insulin and 15 units of NPH insulin at 0800. When should the nurse assess this patient for signs of hypoglycemia?","1700","26e2708d-a24e-44a9-ab9b-e7a4246cf059","Licensed Practical and Licensed Vocational Nurse - LPN"
"128","660b0810-244f-4be6-b190-9ae766f5fa4b",1,"Pharmacology: LPN/LVN Assessment",284,"The nurse has received an order for penicillin v potassium (Penicillin-VK&reg;) suspension 0.75 g. The drug is available as 250 mg/5 mL. How many milliliters should be given?","15 mL","194ad1be-7dec-4902-b5d4-55db61f8d5cd","Medications"
"129","660b0810-244f-4be6-b190-9ae766f5fa4b",1,"Pharmacology: LPN/LVN Assessment",284,"The nurse reviews the patient&#39;s drug history prior to giving 0900 meds and asks the patient about medication allergies. The patient reports that clindamycin (Cleocin&reg;) causes an angry-looking red rash. Since this is one of the medications the nurse was scheduled to give this patient, the nurse should:","call the provider, report this patient's statement, and ask for new orders.","49fc4db1-409f-4d20-af52-b2570ad65749","Pharmacology"
"130","660b0810-244f-4be6-b190-9ae766f5fa4b",1,"Pharmacology: LPN/LVN Assessment",284,"A provider order states, “Kanamycin (Kantrex&reg;) 700 mg IM now.' The kanamycin (Kantrex&reg;) label states, “Add 5 mL sterile H<sub>2</sub>O to 1 g kanamycin (Kantrex&reg;); 0.5 g = 2 mL.' How many milliliters should be given?","2.8 mL","bc51ed5d-e658-4f1e-b04d-b3ed3499f600","Pharmacology"
"131","660b0810-244f-4be6-b190-9ae766f5fa4b",1,"Pharmacology: LPN/LVN Assessment",284,"Cephalexin (Keflex&reg;) 0.5 g po has been ordered. The drug comes in 250 mg capsules. How many capsules should be given?","2","6366cc69-07e6-44e8-b011-35aa88ed6aa7","Pharmacology"
"132","660b0810-244f-4be6-b190-9ae766f5fa4b",1,"Pharmacology: LPN/LVN Assessment",284,"Hydroxyzine (Vistaril&reg;) 25 mg IM has been ordered. The vial is labeled 100 mg in 2 mL. How many milliliters should be given?","0.5 mL","d007a9bb-3f34-47b0-ad6d-cd83f9565113","Medications"
"133","660b0810-244f-4be6-b190-9ae766f5fa4b",1,"Pharmacology: LPN/LVN Assessment",284,"Cyclophosphamide (Cytoxan&reg;) 4 mg/kg per day po has been ordered. The patient weighs 154 lbs. How many milligrams should be given each day?","280 mg","525f8449-7291-4a15-9ad4-73ff52729e6f","Pharmacology"
"134","e19c5705-fc7d-43fe-9399-a82b6f68d3cd",1,"Pharmacology: Pediatric RN Assessment",248,"A 12-year-old asthma patient is placed on metered dose inhaler (MDI) albuterol (Ventolin&reg; HFA) treatments Q 3 hr. The nurse would advise the patient on how to take the medication by stating:","“Breathe out, place the mouthpiece between your lips and inhale deeply through your mouth, hold your breath for 10 seconds, and then remove the mouthpiece.”","dad2896e-0759-43f4-a002-854fe2fd4512","Pediatric Care"
"135","e19c5705-fc7d-43fe-9399-a82b6f68d3cd",1,"Pharmacology: Pediatric RN Assessment",248,"The provider orders a maintenance IV for a 20 kg patient. At what rate would the nurse hang the IV fluids?","60 mL/hr","b2b69d0a-897f-4642-9b94-6827b69e0c43","Pharmacology"
"136","e19c5705-fc7d-43fe-9399-a82b6f68d3cd",1,"Pharmacology: Pediatric RN Assessment",248,"A patient weighing 16 kg is placed on a continuous morphine drip with a dose of 0.1 mg/kg/hr. The IV bag concentration is 1 mg/mL. At what rate will the morphine run?","1.6 mL/hr","556fbfdd-7242-420a-a316-0ebc58028b7b","Nursing: Registered Nurse - RN"
"137","e19c5705-fc7d-43fe-9399-a82b6f68d3cd",1,"Pharmacology: Pediatric RN Assessment",248,"A patient weighing 16 kg is placed on a continuous morphine drip with a dose of 0.1 mg/kg/hr. The IV bag concentration is 1 mg/mL. At what rate will the morphine run?","1.6 mL/hr","a0bf657e-ff9b-4307-92ee-cb27b6a30ef5","Pediatrics"
"138","e19c5705-fc7d-43fe-9399-a82b6f68d3cd",1,"Pharmacology: Pediatric RN Assessment",248,"Ketorolac (Toradol&reg;) 12 mg IV Q 6 hrs is ordered for a post-operative patient. The nurse has 15 mg/mL vials of this medication available. How much medication will the nurse administer?","0.8 mL","3723327f-107b-4347-a3c2-6c745d092bc0","Medications"
"139","e19c5705-fc7d-43fe-9399-a82b6f68d3cd",1,"Pharmacology: Pediatric RN Assessment",248,"An order is received for oral acetaminophen (Tylenol&reg;) 10mg/kg every 4 hours PRN to be given to a 6 kg infant. Which of the following actions should the nurse take?","Give 60 mg as needed.","aea2cca3-b16a-451c-9cba-ab1b0833cefd","Pediatric Care"
"140","e19c5705-fc7d-43fe-9399-a82b6f68d3cd",1,"Pharmacology: Pediatric RN Assessment",248,"A subcutaneous dose of epinephrine (Adrenalin&reg;) 0.1 mg is ordered for a patient. To administer this drug using the available 1 mg/ml ampule, what amount should the nurse give?","0.1 mL","ccafe76f-1826-49f6-ac73-e507a9e60114","Pediatrics"
"141","457d9418-4ec2-4c07-b062-c8c7e93eb588",1,"Pharmacology: RN Assessment",309,"The provider orders a bolus of 250 mL NS over 20 minutes. At what rate (mL/hr) should the pump be set?","750 mL/hr","24749494-b907-4350-8d74-5591cab66e5a","Medications"
"142","457d9418-4ec2-4c07-b062-c8c7e93eb588",1,"Pharmacology: RN Assessment",309,"The patient would like to know why blood is being drawn before and after his scheduled dose of gentamycin (Garamycin&reg;). The nurse tells him that drawing these blood samples will:","allow for medication adjustment to ensure correct dosing of this drug.","1d0ede9f-1739-493d-8168-3574494df6db","Pharmacology"
"143","457d9418-4ec2-4c07-b062-c8c7e93eb588",1,"Pharmacology: RN Assessment",309,"Digoxin (Lanoxin&reg;) 0.25 mg is ordered. Digoxin (Lanoxin&reg;) is available as 0.125 mg per tablet. How many tablets should be administered?","2 tablets","f08509ff-ec7d-4ea9-ab7b-4a202edd5efc","Pharmacology"
"144","457d9418-4ec2-4c07-b062-c8c7e93eb588",1,"Pharmacology: RN Assessment",309,"Digoxin (Lanoxin&reg;) 0.25 mg is ordered. Digoxin (Lanoxin&reg;) is available as 0.125 mg per tablet. How many tablets should be administered?","2 tablets","60386f15-4e4b-4d1b-89ac-1e738c906f73","Medications"
"145","457d9418-4ec2-4c07-b062-c8c7e93eb588",1,"Pharmacology: RN Assessment",309,"A provider order states, “Meperidine (Demerol&reg;) 45 mg, Atropine Sulfate (Atropine&reg;) 0.3 mg IM now.” The meperidine (Demerol&reg;) comes in a pre-filled syringe containing 50 mg/mL, and the atropine sulfate (Atropine&reg;) comes in a vial containing 400 mcg/mL. What is the total volume that the nurse will be injecting?","1.65 mL","152b8789-e3e1-438f-a654-7a067f27fcff","Nursing: Registered Nurse - RN"
"146","457d9418-4ec2-4c07-b062-c8c7e93eb588",1,"Pharmacology: RN Assessment",309,"A provider order is written for insulin at 3 units/hr; the premixed solution is composed of 50 units of insulin in 100 mL in normal saline. At which rate (mL/hr) should the infusion run?","6 mL/hr","422625a8-0836-49fc-8c7c-b002d76f113d","Nursing: Registered Nurse - RN"
"147","457d9418-4ec2-4c07-b062-c8c7e93eb588",1,"Pharmacology: RN Assessment",309,"A patient with borderline personality disorder is being treated with carbamazepine (Tegretol&reg;). Which of the following laboratory results indicate that this patient is experiencing an adverse reaction to the medication?","Platelet count - 85,000","60f1ed25-9677-4588-b90f-830d51f74db3","Medications"
"148","9bc5091e-3d88-4095-bb77-da5cde62c871",1,"Radiology: CT Technologist Assessment",311,"Quality control measurements of the scanner’s calibration should be performed:","daily.","86bc7617-f261-40fe-9d07-5ef939cccc86","Radiologic Technologist"
"149","9bc5091e-3d88-4095-bb77-da5cde62c871",1,"Radiology: CT Technologist Assessment",311,"Window settings of -600 (WL) and 1300 (WW) would typically be used to view the tissue of the:","lung.","3448b8d4-c892-4945-bdde-989acf4d3591","Radiologic Technician"
"150","9bc5091e-3d88-4095-bb77-da5cde62c871",2,"Radiology: CT Technologist Assessment",311,"Reducing or lowering the pitch ___________ image quality and ___________ radiation dose.","improves; increases","019ccb9f-fe0a-4fcc-b2ca-f07c3113d6c9","Radiology: CT Technologist Assessment"
"151","9bc5091e-3d88-4095-bb77-da5cde62c871",2,"Radiology: CT Technologist Assessment",311,"Which of the following refers to a serious decline in renal function following an IV injection of contrast material?","Contrast Induced Nephropathy (CIN)","4f5b9f47-93a4-47b5-8ef4-79c2095b8e06","Patient Safety"
"152","9bc5091e-3d88-4095-bb77-da5cde62c871",1,"Radiology: CT Technologist Assessment",311,"The key to successful customer interaction is:","communication.","9c97edfc-49bb-424c-a0d9-2e4a434028c4","Radiologic Technician"
"153","9bc5091e-3d88-4095-bb77-da5cde62c871",2,"Radiology: CT Technologist Assessment",311,"Quality control measurements of the scanner’s calibration should be performed:","daily.","b9d32f62-1779-409e-86b8-a07be0d0bc0b","Radiologic Technologist"
"154","9bc5091e-3d88-4095-bb77-da5cde62c871",1,"Radiology: CT Technologist Assessment",311,"Artifact identification and corrective action implementation is primarily the responsibility of the:","technologist.","0323e48e-62b6-467a-8d67-57f394e448b7","Radiologic Technologist"
"155","43a4e179-9a02-4dd1-8a94-4158cd6ae0dd",1,"Radiology: Mammography Technologist Assessment",301,"After mammogram interpretation, the radiologist assigns a category BI-RADS 0 to the patient’s report. A BI-RADS 0 assessment indicates that the patient:","should return for additional evaluation.","4836f1ec-8c64-44c2-a281-c292b237cbc0","Radiology"
"156","43a4e179-9a02-4dd1-8a94-4158cd6ae0dd",2,"Radiology: Mammography Technologist Assessment",301,"Standard screening mammography imaging includes which of the following views?","Mediolateral oblique and craniocaudal views of both breasts","8025b8a8-6dc1-47b5-b29a-76c624d0f72f","HealthStream Assess"
"157","43a4e179-9a02-4dd1-8a94-4158cd6ae0dd",1,"Radiology: Mammography Technologist Assessment",301,"Which of the following is considered a high-risk breast lesion?","Atypical ductal hyperplasia","2cf15b45-fc8f-4bb9-9dd1-4a7cb482ade2","Radiologic Technologist"
"158","43a4e179-9a02-4dd1-8a94-4158cd6ae0dd",2,"Radiology: Mammography Technologist Assessment",301,"The milk-producing units in the breast are called:","acini.","05b98541-1d31-4c61-b13d-7746ddfdce0c","Clinical Basics"
"159","43a4e179-9a02-4dd1-8a94-4158cd6ae0dd",2,"Radiology: Mammography Technologist Assessment",301,"How many mammograms must a mammography technologist perform to meet the continuing experience guidelines set by the Mammography Quality Standards Act?","200 every 2 years","0e3d7711-9101-4859-8a51-a7a39ca4234e","Radiologic Technologist"
"160","43a4e179-9a02-4dd1-8a94-4158cd6ae0dd",2,"Radiology: Mammography Technologist Assessment",301,"Cooper’s ligaments are ligaments in the breast that:","support and maintain the shape of the breast.","c5319822-0269-4c8b-8063-dedc14699353","Clinical Basics"
"161","43a4e179-9a02-4dd1-8a94-4158cd6ae0dd",1,"Radiology: Mammography Technologist Assessment",301,"How often should the repeat analysis be performed by the technologist according to Mammography Quality Standards Act?","Quarterly","8e0c7141-ebda-4cb2-90e7-d92271bd7c88","Radiology"
"162","a888b897-f9f6-4856-94b9-291d0e25dac0",1,"Radiology: MRI Technologist Assessment",522,"The best pulse sequence and weighting to visualize a recent cerebrovascular accident is:","EPI diffusion.","afb56758-923b-48d1-9cda-caca7f12ed7a","Radiology"
"163","a888b897-f9f6-4856-94b9-291d0e25dac0",2,"Radiology: MRI Technologist Assessment",522,"A type of substance that, like iron, exhibits strong attraction and alignment when it comes into contact with a magnetic field is called:","ferromagnetic.","917bea78-a6f2-4366-8a4c-4f90c31d0b94","Radiologic Technician"
"164","a888b897-f9f6-4856-94b9-291d0e25dac0",2,"Radiology: MRI Technologist Assessment",522,"The three clinical requirements for MRI are:","strong magnetic field, external RF, and odd number of nuclear protons.","cc3fc9a3-df12-4043-9a86-3e7e9aa2e2bd","Radiology: MRI Technologist Assessment"
"165","a888b897-f9f6-4856-94b9-291d0e25dac0",1,"Radiology: MRI Technologist Assessment",522,"Measured in milliseconds, the time from the application of one RF pulse to the application of the next RF pulse for each slice is called the:","repetition time.","2fa2d23e-8a9e-4c86-aa0f-f334426876af","Radiologic Technician"
"166","a888b897-f9f6-4856-94b9-291d0e25dac0",2,"Radiology: MRI Technologist Assessment",522,"Anti-aliasing compensates for the altered phase values of the nuclei flowing along a gradient.","FALSE","2828b303-240f-432d-ae19-2afae5a18cbc","HealthStream Assess"
"167","a888b897-f9f6-4856-94b9-291d0e25dac0",2,"Radiology: MRI Technologist Assessment",522,"The amount of net magnetization is greater at higher field strengths.","TRUE","49261252-e527-47ec-9eed-fc51152ad311","HealthStream Assess"
"168","a888b897-f9f6-4856-94b9-291d0e25dac0",1,"Radiology: MRI Technologist Assessment",522,"The magnet associated with the highest service costs is the:","superconducting magnet.","651ba08d-a82f-4342-a8df-98c97936f894","Radiologic Tests"
"169","19daf9c1-5319-4a9c-9f4b-4d4d7c8c4230",2,"Radiology: Nuclear Medicine Technologist Assessment",298,"What is a common indication for a physician to order a three-phase bone scan?","Suspicion of infection","124c73e5-6afc-41d0-8d9a-013a15817f8c","Radiology: Nuclear Medicine Technologist Assessment"
"170","19daf9c1-5319-4a9c-9f4b-4d4d7c8c4230",1,"Radiology: Nuclear Medicine Technologist Assessment",298,"SPECT imaging is useful in brain perfusion studies because _________________ radiopharmaceuticals localize in normal brain tissue by crossing the blood-brain barrier.","lipophilic","3a170a94-57a1-44b2-9e0a-b3e9296462b1","Nuclear Medicine Technologist"
"171","19daf9c1-5319-4a9c-9f4b-4d4d7c8c4230",2,"Radiology: Nuclear Medicine Technologist Assessment",298,"What is a common indication for a physician to order a three-phase bone scan?","Suspicion of infection","da820d8b-92b0-4f7f-b227-efa12afbb9ab","Radiologic Technician"
"172","19daf9c1-5319-4a9c-9f4b-4d4d7c8c4230",2,"Radiology: Nuclear Medicine Technologist Assessment",298,"Tc99m _______________ is used to mark gastrointestinal transit and motility when administered orally.","sulfur colloid","8efa0d0a-c444-4f8c-a5f6-5a6636f529b9","Radiologic Technician"
"173","19daf9c1-5319-4a9c-9f4b-4d4d7c8c4230",2,"Radiology: Nuclear Medicine Technologist Assessment",298,"The American Registry of Radiologic Technologists&reg; (ARRT&reg;) Code of Ethics states that registered technologists are expected to maintain a high level of ethical conduct for the:","safety, protection, and comfort of patients.","0ea41038-86a8-4b4a-babe-29769ad07dde","HealthStream Assess"
"174","19daf9c1-5319-4a9c-9f4b-4d4d7c8c4230",1,"Radiology: Nuclear Medicine Technologist Assessment",298,"In addition to myocardial perfusion studies, Tc99m sestamibi is FDA-approved for:","lymphoscintigraphy of breast tumors.","e701ae9a-add9-4e9b-98f7-683ecfd8eb87","Nuclear Medicine Technologist"
"175","19daf9c1-5319-4a9c-9f4b-4d4d7c8c4230",1,"Radiology: Nuclear Medicine Technologist Assessment",298,"Which of the following quality control procedures for SPECT cameras are to be done daily?","Uniformity and energy peaking","5505e30c-1a28-441d-b893-f6c6cc792b13","Radiologic Technologist"
"176","6f8b3528-1427-450f-92f4-6fc159f6b0a3",1,"Radiology: Radiology Technologist Assessment",261,"What are the standard routine views for a hand x-ray?","PA | Oblique | Lateral","1995594b-9054-43ae-8b7c-ee8b2daa445d","Radiologic Technician"
"177","6f8b3528-1427-450f-92f4-6fc159f6b0a3",1,"Radiology: Radiology Technologist Assessment",261,"A radiograph using 5 mAs will require ______ mAs with an 8:1 grid.","20","06bc8844-8d26-495c-a517-3459b3bde29e","Radiologic Technician"
"178","6f8b3528-1427-450f-92f4-6fc159f6b0a3",1,"Radiology: Radiology Technologist Assessment",261,"The optimum focal film distance when performing an erect chest x-ray is ____ inches.","72","b685ad5f-25e3-477e-86a9-63e9cdc48634","Radiologic Technician"
